url_peli,Title,Year,tmdb_type,tmdb_id
/film/city-of-lost-souls/,City of Lost Souls,1983,movie,130891.0
/film/crime-wave-1985/,Crime Wave,1985,movie,27294.0
/film/desert-hearts/,Desert Hearts,1985,movie,294.0
/film/diva/,Diva,1981,movie,4485.0
/film/fertile-memory/,Fertile Memory,1980,movie,273110.0
/film/grown-ups-1980/,Grown-Ups,1980,movie,187565
/film/handsworth-songs/,Handsworth Songs,1986,movie,124027.0
/film/i-dreaming/,I... Dreaming,1988,movie,126193.0
/film/johnny-chicano/,Johnny Chicano,1981,movie,674115.0
/film/mammame/,Mammame,1986,movie,213898.0
/film/moral/,Moral,1982,movie,253805.0
/film/near-death-1989/,Near Death,1989,movie,93540.0
/film/on-top-of-the-whale/,On Top of the Whale,1982,movie,126420.0
/film/panorama-1982/,Panorama,1982,movie,871995
/film/re-wind/,Re-Wind,1988,movie,87297.0
/film/the-heifer/,The Heifer,1985,movie,71799.0
/film/the-postman-always-rings-twice-1981/,The Postman Always Rings Twice,1981,movie,11027
/film/the-serpent-and-the-rainbow/,The Serpent and the Rainbow,1988,movie,11503.0
/film/the-tree-and-the-cat/,The Tree and the Cat,1983,movie,439399.0
/film/they-all-laughed/,They All Laughed,1981,movie,31921.0
/film/threads/,Threads,1984,movie,17835.0
/film/wedding-in-galilee/,Wedding in Galilee,1987,movie,49168.0
/film/why-has-bodhi-dharma-left-for-the-east/,Why Has Bodhi-Dharma Left for the East?,1989,movie,62637.0
/film/yeelen/,Yeelen,1987,movie,71329.0
/film/zigeunerweisen/,Zigeunerweisen,1980,movie,110899.0
/film/legend-of-tianyun-mountain/,Legend of Tianyun Mountain,1980,movie,131482.0
/film/moonlighting/,Moonlighting,1982,movie,42134.0
/film/red-sorghum/,Red Sorghum,1988,movie,42006.0
/film/2084-video-clip-for-the-trade-unions-reflection-and-pleasure/,2084: Video Clip for the Trade Unions' Reflection and Pleasure,1984,movie,203226.0
/film/a-chinese-ghost-story/,A Chinese Ghost Story,1987,movie,30421.0
